1	260065.2578	3681161.771
2	260065.0725	3681161.849
3	260064.8878	3681161.926
4	260064.7028	3681162.004
5	260064.5178	3681162.082
6	260064.3328	3681162.159
7	260064.1482	3681162.237
8	260063.9629	3681162.314
9	260063.7782	3681162.392
10	260063.5931	3681162.469
11	260063.4078	3681162.547
12	260063.2224	3681162.625
13	260063.0371	3681162.703
14	260062.8519	3681162.78
15	260062.6669	3681162.858
16	260062.4812	3681162.936
17	260062.2959	3681163.013
18	260062.1112	3681163.091
19	260061.9261	3681163.169
20	260061.7406	3681163.246
21	260061.5547	3681163.324
22	260061.3699	3681163.402
23	260061.1849	3681163.479
24	260060.9999	3681163.557
25	260060.8149	3681163.635
26	260060.63	3681163.712
27	260060.4453	3681163.79
28	260060.2595	3681163.867
29	260060.074	3681163.945
30	260059.889	3681164.023
31	260059.703	3681164.101
32	260059.5175	3681164.179
33	260059.3327	3681164.256
34	260059.1471	3681164.334
35	260058.9622	3681164.411
36	260058.7767	3681164.489
37	260058.5906	3681164.567
38	260058.4054	3681164.645
39	260058.2197	3681164.723
40	260058.0335	3681164.801
41	260057.8485	3681164.879
42	260057.6631	3681164.956
43	260057.4773	3681165.034
44	260057.2912	3681165.112
45	260057.1048	3681165.19
46	260056.9199	3681165.268
47	260056.7349	3681165.346
48	260056.5497	3681165.423
49	260056.3644	3681165.501
50	260056.1791	3681165.579
51	260055.9938	3681165.656
52	260055.8085	3681165.734
53	260055.6233	3681165.812
54	260055.4381	3681165.889
55	260055.2532	3681165.967
56	260055.0727	3681166.055
57	260054.8947	3681166.147
58	260054.7165	3681166.242
59	260054.5412	3681166.34
60	260054.3672	3681166.44
61	260054.1939	3681166.542
62	260054.022	3681166.646
63	260053.8513	3681166.753
64	260053.6829	3681166.863
65	260053.5158	3681166.974
66	260053.3498	3681167.087
67	260053.1857	3681167.202
68	260053.0229	3681167.32
69	260052.8618	3681167.44
70	260052.7013	3681167.562
71	260052.543	3681167.686
72	260052.3871	3681167.813
73	260052.2328	3681167.942
74	260052.08	3681168.071
75	260051.928	3681168.202
76	260051.7784	3681168.339
77	260051.6314	3681168.476
78	260051.4851	3681168.614
79	260051.3405	3681168.753
80	260051.1984	3681168.896
81	260051.059	3681169.041
82	260050.9207	3681169.187
83	260050.7836	3681169.334
84	260050.6492	3681169.484
85	260050.5179	3681169.636
86	260050.3879	3681169.789
87	260050.2587	3681169.943
88	260050.1321	3681170.1
89	260050.0086	3681170.259
90	260049.887	3681170.419
91	260049.7669	3681170.58
92	260049.648	3681170.743
93	260049.5326	3681170.908
94	260049.4198	3681171.075
95	260049.3082	3681171.242
96	260049.1989	3681171.411
97	260049.0925	3681171.583
98	260048.9884	3681171.755
99	260048.8861	3681171.928
100	260048.7861	3681172.103
101	260048.688	3681172.279
102	260048.5934	3681172.458
103	260048.5007	3681172.636
104	260048.4097	3681172.815
105	260048.3211	3681172.998
106	260048.2361	3681173.18
107	260048.1533	3681173.364
108	260048.0724	3681173.548
109	260047.9937	3681173.735
110	260047.9182	3681173.922
111	260047.8453	3681174.11
112	260047.7743	3681174.298
113	260047.7055	3681174.488
114	260047.6403	3681174.679
115	260047.5773	3681174.87
116	260047.5167	3681175.062
117	260047.4583	3681175.256
118	260047.4025	3681175.449
119	260047.3499	3681175.644
120	260047.3	3681175.839
121	260047.2523	3681176.034
